,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch
10,10ft Pup Jt.,33.528,3.048,3044.3424,3047.3903999999998,0.5334,0.4826,1.2953999999999999,0.7206983203415884,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,43.75729840905762,14.35606903184305,16.618693067644738,1.8393204068894362,0.0,6801.5718826032735,6845.329181012331,0,0.009677731539727088,0.010645504693699797,-3.657600000000002,0.0008137992448051989,0.0024804600981662463
11,15ft Pup Jt.,33.528,0.0,3044.3424,3044.3424,0.5334,0.4826,1.2953999999999999,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,10.949604464913916,13.698866295991197,1.8393204068894362,0.0,6801.5718826032735,6801.5718826032735,0,0.010645504693699797,0.010645504693699797,-3.657600000000002,0.0,0.0
12,20ft Pup Jt.,33.528,0.0,3044.3424,3044.3424,0.5334,0.4826,1.2953999999999999,0.7821996959200997,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,9.24637218144935,12.238952910164425,1.8393204068894362,0.0,6801.5718826032735,6801.5718826032735,0,0.010645504693699797,0.010645504693699797,-3.657600000000002,0.0,0.0
13,25ft Pup Jt.,33.528,0.0,3044.3424,3044.3424,0.5334,0.4826,1.2953999999999999,0.7334112952593851,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,7.494476118457223,9.903091492841591,1.8393204068894362,0.0,6801.5718826032735,6801.5718826032735,0,0.010645504693699797,0.010645504693699797,-3.657600000000002,0.0,0.0
14,30ft Pup Jt.,33.528,0.0,3044.3424,3044.3424,0.5334,0.4826,1.2953999999999999,0.6989964023453556,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,6.326545409795807,8.345850547959703,1.8393204068894362,0.0,6801.5718826032735,6801.5718826032735,0,0.010645504693699797,0.010645504693699797,-3.657600000000002,0.0,0.0
15,40ft Pup Jt.,45.72,12.192,3032.1504,3044.3424,0.5334,0.4826,1.2953999999999999,0.811203742579293,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,81.58305763623049,6.691523756252501,10.04908283142427,1.8393204068894362,0.0,6719.988824967043,6801.5718826032735,0,0.010645504693699797,0.014516597309590634,-15.84960000000001,0.0008063248821921935,0.009830712963687224
16,75ft Bare jt.  - protected,114.3,68.58,2963.5704,3032.1504,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,393.82614020379646,5.7425800554650985,8.735160784180175,1.8393204068894362,0.0,6326.162684763247,6719.988824967043,0,0.014516597309590634,0.036291493273976586,-84.42959999999994,0.0007779750286707117,0.05335352746623741
17,75ft Buoyancy Jt. 2500 ft rating,845.8199999999999,731.52,2232.0504,2963.5704,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,71.38291417382848,0.09758163026824761,10.097746610951827,1.8393204068894362,0.0,6254.779770589418,6326.162684763247,0,0.03629149327397657,0.2685570502274267,-815.9495999999999,0.0007502334355160274,0.5488107627486843
18,75ft Buoyancy Jt. 5000 ft rating,1577.34,731.52,1500.5304,2232.0504,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,498.56525017382853,0.6815469845989564,10.681711965282537,1.8393204068894362,0.0,5756.2145204155895,6254.779770589418,0,0.2685570502274267,0.5008226071808769,-1547.4696,0.0007162459841846152,0.5239482623507297
19,75ft Buoyancy Jt. 7500 ft rating,2308.8599999999997,731.52,769.0103999999999,1500.5303999999999,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1068.1416981738284,1.4601674570399013,11.46033243772348,1.8393204068894362,0.0,4688.072822241761,5756.2145204155895,0,0.5008226071808768,0.733088164134327,-2278.9896,0.0006228192841995426,0.45560476277764944
20,75ft Buoyancy Jt. 10000 ft rating,2994.66,685.8,83.21039999999994,769.0103999999999,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1401.8662820379643,2.04413281137061,12.044297792054191,1.8393204068894362,0.0,3286.2065402037965,4688.072822241761,0,0.733088164134327,0.9508371237781865,-2964.7896,0.00047552645782166766,0.32611604477409967
21,75ft Bare jt.  - protected,3063.24,68.58,14.630399999999995,83.21039999999999,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,393.82614020379646,5.7425800554650985,8.735160784180175,1.8393204068894362,0.0,2892.3804,3286.2065402037965,0,0.9508371237781865,0.9726120197425724,-3033.3696,0.00036844477456546927,0.02526794263969988
22,Lower FJ,3063.24,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.3804,2892.3804,0,0.9726120197425724,0.9726120197425724,-3033.3696,0.0,0.0
23,LMRP,3069.336,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.588,2.2018921023100777,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1112.4540000000002,182.4891732283465,218.98700787401577,1.7912356801857823,0.0,1779.9264,2892.3804,0,0.9726120197425724,0.9745475660505178,-3039.4656,0.00010489279174175343,0.0006394264584577289
24,BOP,3076.3464,7.010400000000001,1.524000000000001,8.534400000000002,0.60325,0.47625,5.588,2.3347666059512973,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1846.6736400000002,263.41915439917835,304.67757617254364,1.7912356801857823,0.0,-66.74724000000015,1779.9264,0,0.9745475660505178,0.9767734443046551,-3046.476,3.8460690305309585e-05,0.00026962482331634234
25,Wellhead,3076.3464,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.74724000000015,-66.74724000000015,0,0.9767734443046551,0.9767734443046551,-3046.476,0.0,0.0
26,Mudline,3076.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.74724000000015,-66.74724000000015,0,0.9767734443046551,0.9767734443046551,-3048.0,0.0,0.0
27,30ft Casing Program 1,3103.7783999999997,27.432000000000002,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,287.52715832261134,10.481450799161976,10.546228301146172,5.217352068295797,0.0,-354.2743983226115,-66.74724000000015,0,0.9767734443046551,0.9854834026904095,-3073.908,-7.3842899165169756e-06,-0.0002025658409898937
28,30ft Casing Program 2,3149.4983999999995,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083248,363.98663176803035,7.961212418373368,8.025989920357564,5.5485316429434794,0.0,-718.2610300906418,-354.2743983226115,0,0.9854834026904095,1.0,-3119.628,-2.471806829673864e-05,-0.0011301100825268906
