,hookload,friction_factor,depth,rig_state
616,132.64165032536883,-0.45,5202.244367816092,off_bottom_RIH
620,131.31764078240008,0.0,5002.158045977011,off_bottom_static
621,131.93012547723157,0.15,5002.158045977011,off_bottom_POOH
622,132.56157888087048,0.3,5002.158045977011,off_bottom_POOH
623,133.2126079933438,0.45,5002.158045977011,off_bottom_POOH
624,130.7235363998864,-0.15,5002.158045977011,off_bottom_RIH
625,130.1472419739035,-0.3,5002.158045977011,off_bottom_RIH
626,129.58820464325154,-0.45,5002.158045977011,off_bottom_RIH
630,127.9004130871063,0.0,4802.071724137931,off_bottom_static
631,128.3223267997993,0.15,4802.071724137931,off_bottom_POOH
632,128.75493024097122,0.3,4802.071724137931,off_bottom_POOH
633,129.19849981115533,0.45,4802.071724137931,off_bottom_POOH
634,127.48891964630751,-0.15,4802.071724137931,off_bottom_RIH
635,127.08758379196223,-0.3,4802.071724137931,off_bottom_RIH
636,126.6961494412216,-0.45,4802.071724137931,off_bottom_RIH
640,124.48545916613114,0.0,4601.98540229885,off_bottom_static
641,181.94650306070616,0.15,4601.98540229885,off_bottom_POOH
642,241.2340713897814,0.3,4601.98540229885,off_bottom_POOH
643,302.39280127918977,0.45,4601.98540229885,off_bottom_POOH
644,67.4199214538075,-0.15,4601.98540229885,off_bottom_RIH
645,8.552554767187532,-0.3,4601.98540229885,off_bottom_RIH
646,-52.16029270789016,-0.45,4601.98540229885,off_bottom_RIH
650,121.06381447996505,0.0,4401.89908045977,off_bottom_static
651,691.941497227789,0.15,4401.89908045977,off_bottom_POOH
652,1281.0950689886054,0.3,4401.89908045977,off_bottom_POOH
653,1888.979608163101,0.45,4401.89908045977,off_bottom_POOH
654,-449.3470706783528,-0.15,4401.89908045977,off_bottom_RIH
655,-1037.652256420873,-0.3,4401.89908045977,off_bottom_RIH
656,-1644.2888653282364,-0.45,4401.89908045977,off_bottom_RIH
660,117.64928277331691,0.0,4201.812758620689,off_bottom_static
661,117.78730574713022,0.15,4201.812758620689,off_bottom_POOH
662,117.92679730773301,0.3,4201.812758620689,off_bottom_POOH
663,118.06777049865624,0.45,4201.812758620689,off_bottom_POOH
664,117.51271542190601,-0.15,4201.812758620689,off_bottom_RIH
665,117.37759080758664,-0.3,4201.812758620689,off_bottom_RIH
666,117.2438961240518,-0.45,4201.812758620689,off_bottom_RIH
670,114.24432627306392,0.0,4001.726436781609,off_bottom_static
671,114.3362231493918,0.15,4001.726436781609,off_bottom_POOH
672,114.42844799046685,0.3,4001.726436781609,off_bottom_POOH
673,114.52100031002622,0.45,4001.726436781609,off_bottom_POOH
674,114.15275782629806,-0.15,4001.726436781609,off_bottom_RIH
675,114.06151825253843,-0.3,4001.726436781609,off_bottom_RIH
676,113.97060797393725,-0.45,4001.726436781609,off_bottom_RIH
680,110.82616491911314,0.0,3801.6401149425287,off_bottom_static
681,121.76688856899807,0.15,3801.6401149425287,off_bottom_POOH
682,132.70323371566357,0.3,3801.6401149425287,off_bottom_POOH
683,143.6352131144562,0.45,3801.6401149425287,off_bottom_POOH
684,99.88100210478328,-0.15,3801.6401149425287,off_bottom_RIH
685,88.93137277167995,-0.3,3801.6401149425287,off_bottom_RIH
686,77.97726384620616,-0.45,3801.6401149425287,off_bottom_RIH
690,107.39662032163001,0.0,3601.5537931034482,off_bottom_static
691,107.39997592810451,0.15,3601.5537931034482,off_bottom_POOH
692,107.40333153457904,0.3,3601.5537931034482,off_bottom_POOH
693,107.40668714105355,0.45,3601.5537931034482,off_bottom_POOH
694,107.39326471515548,-0.15,3601.5537931034482,off_bottom_RIH
695,107.38990910868097,-0.3,3601.5537931034482,off_bottom_RIH
696,107.38655350220645,-0.45,3601.5537931034482,off_bottom_RIH
700,103.96317555452134,0.0,3401.4674712643678,off_bottom_static
701,103.96317555452134,0.15,3401.4674712643678,off_bottom_POOH
702,103.96317555452134,0.3,3401.4674712643678,off_bottom_POOH
703,103.96317555452134,0.45,3401.4674712643678,off_bottom_POOH
704,103.96317555452134,-0.15,3401.4674712643678,off_bottom_RIH
705,103.96317555452134,-0.3,3401.4674712643678,off_bottom_RIH
706,103.96317555452134,-0.45,3401.4674712643678,off_bottom_RIH
710,100.52963317670263,0.0,3201.3811494252873,off_bottom_static
711,100.52963317670263,0.15,3201.3811494252873,off_bottom_POOH
712,100.52963317670263,0.3,3201.3811494252873,off_bottom_POOH
713,100.52963317670263,0.45,3201.3811494252873,off_bottom_POOH
714,100.52963317670263,-0.15,3201.3811494252873,off_bottom_RIH
715,100.52963317670263,-0.3,3201.3811494252873,off_bottom_RIH
716,100.52963317670263,-0.45,3201.3811494252873,off_bottom_RIH
720,97.0960907988839,0.0,3001.294827586207,off_bottom_static
721,97.0960907988839,0.15,3001.294827586207,off_bottom_POOH
722,97.0960907988839,0.3,3001.294827586207,off_bottom_POOH
723,97.0960907988839,0.45,3001.294827586207,off_bottom_POOH
724,97.0960907988839,-0.15,3001.294827586207,off_bottom_RIH
725,97.0960907988839,-0.3,3001.294827586207,off_bottom_RIH
726,97.0960907988839,-0.45,3001.294827586207,off_bottom_RIH
730,93.66254842106518,0.0,2801.2085057471263,off_bottom_static
731,93.66254842106518,0.15,2801.2085057471263,off_bottom_POOH
732,93.66254842106518,0.3,2801.2085057471263,off_bottom_POOH
733,93.66254842106518,0.45,2801.2085057471263,off_bottom_POOH
734,93.66254842106518,-0.15,2801.2085057471263,off_bottom_RIH
735,93.66254842106518,-0.3,2801.2085057471263,off_bottom_RIH
736,93.66254842106518,-0.45,2801.2085057471263,off_bottom_RIH
740,90.22900604324646,0.0,2601.122183908046,off_bottom_static
741,90.22900604324646,0.15,2601.122183908046,off_bottom_POOH
742,90.22900604324646,0.3,2601.122183908046,off_bottom_POOH
743,90.22900604324646,0.45,2601.122183908046,off_bottom_POOH
744,90.22900604324646,-0.15,2601.122183908046,off_bottom_RIH
745,90.22900604324646,-0.3,2601.122183908046,off_bottom_RIH
746,90.22900604324646,-0.45,2601.122183908046,off_bottom_RIH
750,86.79546366542773,0.0,2401.0358620689653,off_bottom_static
751,86.79546366542773,0.15,2401.0358620689653,off_bottom_POOH
752,86.79546366542773,0.3,2401.0358620689653,off_bottom_POOH
753,86.79546366542773,0.45,2401.0358620689653,off_bottom_POOH
754,86.79546366542773,-0.15,2401.0358620689653,off_bottom_RIH
755,86.79546366542773,-0.3,2401.0358620689653,off_bottom_RIH
756,86.79546366542773,-0.45,2401.0358620689653,off_bottom_RIH
760,83.36192128760901,0.0,2200.949540229885,off_bottom_static
761,83.36192128760901,0.15,2200.949540229885,off_bottom_POOH
762,83.36192128760901,0.3,2200.949540229885,off_bottom_POOH
763,83.36192128760901,0.45,2200.949540229885,off_bottom_POOH
764,83.36192128760901,-0.15,2200.949540229885,off_bottom_RIH
765,83.36192128760901,-0.3,2200.949540229885,off_bottom_RIH
766,83.36192128760901,-0.45,2200.949540229885,off_bottom_RIH
770,79.92837890979028,0.0,2000.8632183908046,off_bottom_static
771,79.92837890979028,0.15,2000.8632183908046,off_bottom_POOH
772,79.92837890979028,0.3,2000.8632183908046,off_bottom_POOH
773,79.92837890979028,0.45,2000.8632183908046,off_bottom_POOH
774,79.92837890979028,-0.15,2000.8632183908046,off_bottom_RIH
775,79.92837890979028,-0.3,2000.8632183908046,off_bottom_RIH
776,79.92837890979028,-0.45,2000.8632183908046,off_bottom_RIH
780,76.41845820230584,0.0,1800.7768965517241,off_bottom_static
781,76.41845820230584,0.15,1800.7768965517241,off_bottom_POOH
782,76.41845820230584,0.3,1800.7768965517241,off_bottom_POOH
783,76.41845820230584,0.45,1800.7768965517241,off_bottom_POOH
784,76.41845820230584,-0.15,1800.7768965517241,off_bottom_RIH
785,76.41845820230584,-0.3,1800.7768965517241,off_bottom_RIH
786,76.41845820230584,-0.45,1800.7768965517241,off_bottom_RIH
790,73.56861802871632,0.0,1600.6905747126436,off_bottom_static
791,73.56861802871632,0.15,1600.6905747126436,off_bottom_POOH
792,73.56861802871632,0.3,1600.6905747126436,off_bottom_POOH
793,73.56861802871632,0.45,1600.6905747126436,off_bottom_POOH
794,73.56861802871632,-0.15,1600.6905747126436,off_bottom_RIH
795,73.56861802871632,-0.3,1600.6905747126436,off_bottom_RIH
796,73.56861802871632,-0.45,1600.6905747126436,off_bottom_RIH
800,70.71877785512679,0.0,1400.6042528735632,off_bottom_static
801,70.71877785512679,0.15,1400.6042528735632,off_bottom_POOH
802,70.71877785512679,0.3,1400.6042528735632,off_bottom_POOH
803,70.71877785512679,0.45,1400.6042528735632,off_bottom_POOH
804,70.71877785512679,-0.15,1400.6042528735632,off_bottom_RIH
805,70.71877785512679,-0.3,1400.6042528735632,off_bottom_RIH
806,70.71877785512679,-0.45,1400.6042528735632,off_bottom_RIH
810,67.86893768153723,0.0,1200.5179310344827,off_bottom_static
811,67.86893768153723,0.15,1200.5179310344827,off_bottom_POOH
812,67.86893768153723,0.3,1200.5179310344827,off_bottom_POOH
813,67.86893768153723,0.45,1200.5179310344827,off_bottom_POOH
814,67.86893768153723,-0.15,1200.5179310344827,off_bottom_RIH
815,67.86893768153723,-0.3,1200.5179310344827,off_bottom_RIH
816,67.86893768153723,-0.45,1200.5179310344827,off_bottom_RIH
820,65.0190975079477,0.0,1000.4316091954023,off_bottom_static
821,65.0190975079477,0.15,1000.4316091954023,off_bottom_POOH
822,65.0190975079477,0.3,1000.4316091954023,off_bottom_POOH
823,65.0190975079477,0.45,1000.4316091954023,off_bottom_POOH
824,65.0190975079477,-0.15,1000.4316091954023,off_bottom_RIH
825,65.0190975079477,-0.3,1000.4316091954023,off_bottom_RIH
826,65.0190975079477,-0.45,1000.4316091954023,off_bottom_RIH
830,62.169257334358164,0.0,800.3452873563218,off_bottom_static
831,62.169257334358164,0.15,800.3452873563218,off_bottom_POOH
832,62.169257334358164,0.3,800.3452873563218,off_bottom_POOH
833,62.169257334358164,0.45,800.3452873563218,off_bottom_POOH
834,62.169257334358164,-0.15,800.3452873563218,off_bottom_RIH
835,62.169257334358164,-0.3,800.3452873563218,off_bottom_RIH
836,62.169257334358164,-0.45,800.3452873563218,off_bottom_RIH
840,59.31941716076862,0.0,600.2589655172413,off_bottom_static
841,59.31941716076862,0.15,600.2589655172413,off_bottom_POOH
842,59.31941716076862,0.3,600.2589655172413,off_bottom_POOH
843,59.31941716076862,0.45,600.2589655172413,off_bottom_POOH
844,59.31941716076862,-0.15,600.2589655172413,off_bottom_RIH
845,59.31941716076862,-0.3,600.2589655172413,off_bottom_RIH
846,59.31941716076862,-0.45,600.2589655172413,off_bottom_RIH
850,56.46957698717908,0.0,400.1726436781609,off_bottom_static
851,56.46957698717908,0.15,400.1726436781609,off_bottom_POOH
852,56.46957698717908,0.3,400.1726436781609,off_bottom_POOH
853,56.46957698717908,0.45,400.1726436781609,off_bottom_POOH
854,56.46957698717908,-0.15,400.1726436781609,off_bottom_RIH
855,56.46957698717908,-0.3,400.1726436781609,off_bottom_RIH
856,56.46957698717908,-0.45,400.1726436781609,off_bottom_RIH
860,53.00102196498026,0.0,200.08632183908045,off_bottom_static
861,53.00102196498026,0.15,200.08632183908045,off_bottom_POOH
862,53.00102196498026,0.3,200.08632183908045,off_bottom_POOH
863,53.00102196498026,0.45,200.08632183908045,off_bottom_POOH
864,53.00102196498026,-0.15,200.08632183908045,off_bottom_RIH
865,53.00102196498026,-0.3,200.08632183908045,off_bottom_RIH
866,53.00102196498026,-0.45,200.08632183908045,off_bottom_RIH
870,45.0,0.0,0.0,off_bottom_static
871,45.0,0.15,0.0,off_bottom_POOH
872,45.0,0.3,0.0,off_bottom_POOH
873,45.0,0.45,0.0,off_bottom_POOH
874,45.0,-0.15,0.0,off_bottom_RIH
875,45.0,-0.3,0.0,off_bottom_RIH
876,45.0,-0.45,0.0,off_bottom_RIH
