,component,service_life,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,initial_flaw_depth,initial_flaw_length,final_flaw_depth,final_flaw_length,K_r,L_r,K_r_allowable
131,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,6.0,20,7.645464729822961,20,0.342787526637248,1.0782228683422768,0.2990641514528284
132,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,5.2,25,6.770575454233267,25,0.3582504519813521,1.0758880579457912,0.3056522562806958
133,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,4.7,30,6.143276538625962,30,0.36376192107137706,1.0682497128151829,0.32835573067302354
134,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,4.4,35,5.764191243704277,35,0.3669295042917271,1.0714855191816486,0.318520141079831
135,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,4.2,40,5.520141023869091,40,0.3695308271806123,1.0801993466229762,0.29360704597552234
136,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,3.8000000000000003,50,4.963818181449551,50,0.363742366841934,1.0599002178397423,0.355312734202825
137,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,3.6,60,4.739347010146218,60,0.3651138556687407,1.0689776303065868,0.3261154640404452
138,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,3.3000000000000003,80,4.437275287982456,80,0.36826441244357744,1.078180997950069,0.29918086097270946
139,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,3.1,100,4.32095768598124,100,0.37805411798307037,1.0972517158081818,0.0
140,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,2.9000000000000004,120,4.206101488912386,120,0.3873107499360638,1.103619402231257,0.0
141,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,2.6,150,4.040364952846307,150,0.401856224850827,1.0996032115842451,0.0
142,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,2.3,180,3.8782209876684863,180,0.41809023558741015,1.0856190822248317,0.27919625388680686
143,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,2.1,200,3.76055472912398,200,0.4294313693626881,1.070617369549497,0.3211273186193344
144,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,9.1,5,46.46131947990115,5,0.6361711675413274,1.0219969895203609,0.512443869234385
145,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,7.9,10,24.118624776477905,10,0.458243836493032,1.093165675790302,0.16283472851792374
146,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,7.5,15,19.75773031187163,15,0.4147549003155596,1.0544052218217035,0.3743771306313715
147,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,7.2,20,17.144896503130674,20,0.3863600421415994,1.0683244871583784,0.3281239419243735
148,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.9,25,14.977664150974677,25,0.3611174093932205,1.0628509007711016,0.34551666228543315
149,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.7,30,13.727041212529347,30,0.34571311278180394,1.0694098241718377,0.32478969545134745
150,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.5,35,12.622292878377612,35,0.33151062084747357,1.0673134401247315,0.33126367157341574
151,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.4,40,12.119450934379401,40,0.324840549943156,1.0817932925858809,0.2892850602845959
152,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.2,50,11.198161822577509,50,0.31225038416902007,1.0965063349753028,0.0
153,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,6.0,60,10.372973403508425,60,0.3005259945561032,1.0977939782346455,0.0
154,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.7,80,9.282053077161763,80,0.2842847470715896,1.0978680536621708,0.0
155,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.5,100,8.635410957973523,100,0.2742049175524366,1.0989942395749073,0.0
156,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.4,120,8.332702377269891,120,0.2693569249499851,1.1082954154260034,0.0
157,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.2,150,7.763706233138104,150,0.2599994642430062,1.0994640085831022,0.0
158,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.1000000000000005,180,7.495747201842381,180,0.25547393925780126,1.1007142617251553,0.0
159,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,5.0,200,7.23782501114758,200,0.25104081865858685,1.092375000286214,0.2623116221830958
160,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,8.4,5,44.63553628602058,5,0.6386116635434091,1.0041725817371665,0.6116226325160568
161,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,7.4,10,24.156366974499917,10,0.46960495235878724,1.0862445812902783,0.2775813542812119
162,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,7.1000000000000005,15,20.359188067807697,15,0.43112133900494604,1.069921197763631,0.32323496246612005
163,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,6.800000000000001,20,17.31964797832828,20,0.3976408548445446,1.070115774750991,0.32264338858496955
164,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,6.6000000000000005,25,15.633780366178307,25,0.37779376840540846,1.0835795954774887,0.2845245975538898
165,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,6.4,30,14.154771535974417,30,0.359480598382612,1.082394130240835,0.28767334855835835
166,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,6.2,35,12.854679015097124,35,0.34257510756798254,1.0724881748341526,0.31553883105855496
167,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,6.1000000000000005,40,12.269966796621144,40,0.33469361372040096,1.0835565806796,0.2845851629448253
168,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.9,50,11.216044294882495,50,0.3199975271242056,1.0917313331506326,0.2638696364948295
169,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.7,60,10.290783965994956,60,0.30651515761708564,1.0876084960397048,0.27410355083381926
170,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.5,80,9.470007792700805,80,0.294038226954954,1.1039091399990308,0.0
171,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.3,100,8.735428314997451,100,0.28240447968972304,1.1005957126980708,0.0
172,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.1000000000000005,120,8.072602947284508,120,0.2714808593834243,1.0869762941514522,0.2757100409586044
173,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,5.0,150,7.764476743899846,150,0.26625033533532866,1.0960148817213606,0.0
174,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,4.9,180,7.470246979378598,180,0.26115785143725456,1.0959454077149087,0.0
175,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,4.800000000000001,200,7.188843881156489,200,0.25619259624169144,1.0863122864900718,0.2774080815896857
176,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,6.9,5,23.09268232801729,5,0.28827596814560574,1.1892193809187113,0.0
177,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,6.800000000000001,10,10.122142956741676,10,0.24731607926649896,0.9637083711081358,0.676246928387294
178,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,4.1,15,9.14139954299766,15,0.30911764254225244,1.0844700012911457,0.2821837973869774
179,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,3.2,20,7.791563701587166,20,0.34414142375132994,1.0938412568268827,0.0
180,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.8,25,6.698043820449338,25,0.35696763351171656,1.067092459430529,0.33195536036464557
181,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.6,30,6.150558095764979,30,0.3639084913927402,1.06903850429139,0.3259285858953142
182,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.5,35,6.029080032571022,35,0.3744885575254221,1.1090624536174842,0.0
183,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.4000000000000004,40,5.791340726657582,40,0.37837576455288047,1.1213242965778454,0.0
184,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.2,50,5.1085106306323,50,0.36962047164473477,1.082782118137591,0.2866398050180658
185,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,2.1,60,5.039204549450124,60,0.3785719478098995,1.1208715050130327,0.0
186,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.9,80,4.728206355776895,80,0.38329904797142234,1.1332658167863976,0.0
187,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.7000000000000002,100,4.216685914544613,100,0.37194214783141194,1.076654760537325,0.30347227152688716
188,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.6,120,4.677492877158764,120,0.41568105527013854,1.2063831872063568,0.0
189,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.4,150,4.760862824582636,150,0.44949273903576037,1.267411730245917,0.0
190,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.2,180,4.378702765703335,180,0.4553413583253195,1.1997488452336547,0.0
191,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,1.0,200,2.4452172604888878,200,0.31299326388490933,0.8331574271369496,0.79047681796171
