,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,initial_flaw_depth,initial_flaw_length,service_life
10,0.2781018960649931,0.40353832451574534,1.0465701945707193,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.478790732260483,80,thin_pipe,external_surface,axial,90,2.0,80,5
11,0.27808041099762787,0.2835374040703106,1.0839547281754007,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.478790732260483,100,thin_pipe,external_surface,axial,90,2.0,100,5
12,0.24587237031760464,0.6341642249025689,1.0005647795420356,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.611674003786436,120,thin_pipe,external_surface,axial,90,1.9000000000000001,120,5
13,0.2457417765688881,0.5098015892031018,1.0225214578891513,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.611674003786436,150,thin_pipe,external_surface,axial,90,1.9000000000000001,150,5
14,0.24564345216843844,0.43574731741503075,1.038607994557455,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.611674003786436,180,thin_pipe,external_surface,axial,90,1.9000000000000001,180,5
15,0.24559071541748942,0.40152884233499375,1.0470896922165154,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.611674003786436,200,thin_pipe,external_surface,axial,90,1.9000000000000001,200,5
0,0.27762330163158716,0.33980959909726516,1.0646129568213725,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",20.175469978922983,5,thin_pipe,embedded,axial,90,2.6,5,5
1,0.2625549170285522,0.2872781218738856,1.0825418676263279,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.99642534272672,10,thin_pipe,embedded,axial,90,1.2000000000000002,10,5
2,0.30362842437959453,0.697516690572969,0.9424532982264796,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.432511241782982,15,thin_pipe,embedded,axial,90,0.9,15,5
3,0.3008567580736638,0.7918097181139802,0.8313293558380871,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.907177503666109,20,thin_pipe,embedded,axial,90,0.8,20,5
4,0.34401649563053094,0.6494597834550586,0.9892303745668276,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.017838266825925,25,thin_pipe,embedded,axial,90,0.8,25,5
5,0.25136184848968135,0.8465969654556418,0.7443813368623022,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",2.971970659779282,30,thin_pipe,embedded,axial,90,0.7,30,5
6,0.2747077421121481,0.8172187142319267,0.7939769580179035,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.339638928178059,35,thin_pipe,embedded,axial,90,0.7,35,5
7,0.3019348423074663,0.770123913612776,0.8601322820493176,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.8060140559356324,40,thin_pipe,embedded,axial,90,0.7,40,5
8,0.1979395182128737,0.8711214464104082,0.6957378913491072,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.8974663860102994,50,thin_pipe,embedded,axial,90,0.6,50,5
9,0.2277632806035408,0.8474037475425497,0.7429056682589381,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",2.276500543988268,60,thin_pipe,embedded,axial,90,0.6,60,5
10,0.3293482143707859,0.6827059612829486,0.9573599757583999,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.736009770550161,80,thin_pipe,embedded,axial,90,0.6,80,5
11,0.19583731656775646,0.8670611263792165,0.7043492521996283,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.659470726823659,100,thin_pipe,embedded,axial,90,0.5,100,5
12,0.2843327919887068,0.7849383267848388,0.840730982337725,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",2.6883368351188355,120,thin_pipe,embedded,axial,90,0.5,120,5
13,0.8052961552026775,0.9974932780014213,0.10030326055783914,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",168.7615903764187,150,thin_pipe,embedded,axial,90,25.0,150,5
14,0.9629907543205318,0.9977172040118395,0.09558969368452976,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",171.61126271319108,180,thin_pipe,embedded,axial,90,25.0,180,5
15,1.0870619241796657,0.997862289923452,0.09251529749095828,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",174.32212254109365,200,thin_pipe,embedded,axial,90,25.0,200,5
0,0.6194521312825056,0.6399372894419226,0.9980039915699331,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",44.030231386434124,5,thin_pipe,internal_surface,axial,90,9.0,5,5
1,0.44681340630983485,0.540807139408815,1.0165363207030802,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",22.909238490771738,10,thin_pipe,internal_surface,axial,90,7.800000000000001,10,5
2,0.40505462609520376,0.4911735859955736,1.0263138717571265,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",18.830672624576152,15,thin_pipe,internal_surface,axial,90,7.4,15,5
3,0.37770567045783504,0.4197429793530471,1.042480492468576,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",16.38129486904846,20,thin_pipe,internal_surface,axial,90,7.1000000000000005,20,5
4,0.35336542369261176,0.4317960230194363,1.0395492954458054,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",14.33619837671746,25,thin_pipe,internal_surface,axial,90,6.800000000000001,25,5
5,0.33848174519512625,0.40302405385484197,1.0467026041434904,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",13.157146684877068,30,thin_pipe,internal_surface,axial,90,6.6000000000000005,30,5
6,0.3248650297140191,0.4053844506862262,1.0460948713681757,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",12.119450934379401,35,thin_pipe,internal_surface,axial,90,6.4,35,5
7,0.31842768589831705,0.35494279692785036,1.0600096327775943,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",11.645637081673662,40,thin_pipe,internal_surface,axial,90,6.300000000000001,40,5
8,0.306288731813022,0.3089759007392146,1.0747322072802412,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",10.774621071579734,50,thin_pipe,internal_surface,axial,90,6.1000000000000005,50,5
9,0.29494660778241694,0.30264258571608066,1.0769474377716866,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.991374135107776,60,thin_pipe,internal_surface,axial,90,5.9,60,5
10,0.27917757768876633,0.2988569729757079,1.0782971951332951,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.95151917719024,80,thin_pipe,internal_surface,axial,90,5.6000000000000005,80,5
11,0.2693569249499851,0.294002515340021,1.0800547176369504,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.332702377269891,100,thin_pipe,internal_surface,axial,90,5.4,100,5
12,0.2646245541759659,0.27032542867042686,1.08910983840623,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.042426145960384,120,thin_pipe,internal_surface,axial,90,5.300000000000001,120,5
13,0.25547393925780126,0.29049440761202006,1.0813445528849335,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.495747201842381,150,thin_pipe,internal_surface,axial,90,5.1000000000000005,150,5
14,0.25104081865858685,0.2867132018011802,1.0827544929628716,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.23782501114758,180,thin_pipe,internal_surface,axial,90,5.0,180,5
15,0.25104081865858685,0.2623116221830958,1.092375000286214,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.23782501114758,200,thin_pipe,internal_surface,axial,90,5.0,200,5
0,0.6200676916556352,0.6593155304662631,0.9799992988303993,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",42.06065595420433,5,thin_pipe,external_surface,axial,90,8.3,5,5
1,0.45621260336637154,0.5986564729997013,1.006314412073082,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",22.77153731505888,10,thin_pipe,external_surface,axial,90,7.300000000000001,10,5
2,0.4195349017029652,0.4499320361486658,1.0353049269203851,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",19.271120443916818,15,thin_pipe,external_surface,axial,90,7.0,15,5
3,0.3875631386089261,0.42642615876650064,1.0408442545101533,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",16.44798137306027,20,thin_pipe,external_surface,axial,90,6.7,20,5
4,0.368468812531285,0.3735451309358248,1.0546393267199594,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",14.871495397517952,25,thin_pipe,external_surface,axial,90,6.5,25,5
5,0.35085730836102,0.37206575839307854,1.0550555869186782,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",13.48378526220027,30,thin_pipe,external_surface,axial,90,6.300000000000001,30,5
6,0.3347077991741604,0.39903842195653333,1.0477372820651656,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",12.269966796621144,35,thin_pipe,external_surface,axial,90,6.1000000000000005,35,5
7,0.327178658902893,0.3596392749213355,1.0586259627565875,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",11.725123342033674,40,thin_pipe,external_surface,axial,90,6.0,40,5
8,0.3131188100575252,0.33020674849587484,1.06765258011244,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",10.738999198081176,50,thin_pipe,external_surface,axial,90,5.800000000000001,50,5
9,0.30016216145102315,0.3379279055496618,1.0652018148070497,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.868599454002501,60,thin_pipe,external_surface,axial,90,5.6000000000000005,60,5
10,0.28812486275462384,0.2901826505637824,1.0814596658451379,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.092919659198477,80,thin_pipe,external_surface,axial,90,5.4,80,5
11,0.2768612473188715,0.2957800538482233,1.079407347862104,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.395818377018745,100,thin_pipe,external_surface,axial,90,5.2,100,5
12,0.2714808593834243,0.2757100409586044,1.0869762941514522,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.072602947284508,120,thin_pipe,external_surface,axial,90,5.1000000000000005,120,5
13,0.26115785143725456,0.3043706211961479,1.0763386129353294,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.470246979378598,150,thin_pipe,external_surface,axial,90,4.9,150,5
14,0.25619259624169144,0.3036271879176141,1.0766002422944692,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.188843881156488,180,thin_pipe,external_surface,axial,90,4.8,180,5
15,0.25619259624169144,0.2774080815896863,1.0863122864900716,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.188843881156488,200,thin_pipe,external_surface,axial,90,4.8,200,5
0,0.27892870255983426,0.29967459199318247,1.0780038683423605,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",20.47663793400212,5,thin_pipe,embedded,axial,90,6.800000000000001,5,5
1,0.26356557128875746,0.2641441047477139,1.0916187734234912,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",12.117790175288931,10,thin_pipe,embedded,axial,90,8.100000000000001,10,5
2,0.3085086871763583,0.36074047424568806,1.058303713434853,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.84821395143583,15,thin_pipe,embedded,axial,90,4.0,15,5
3,0.3391733991887368,0.42706308133936344,1.0406897523024958,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.286880057123026,20,thin_pipe,embedded,axial,90,3.1,20,5
4,0.34614641397349505,0.6338814302996971,1.0006091047362258,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.113057781274605,25,thin_pipe,embedded,axial,90,2.7,25,5
5,0.34822817745373347,0.6458600949449687,0.9925555087878134,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.531532015806975,30,thin_pipe,embedded,axial,90,2.5,30,5
6,0.354682956722105,0.5384793624670396,1.0169718168014756,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.36024359237003,35,thin_pipe,embedded,axial,90,2.4000000000000004,35,5
7,0.3550539481123077,0.5214234259047935,1.0202329654115045,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.102239425917247,40,thin_pipe,embedded,axial,90,2.3,40,5
8,0.3417795035969797,0.6564934625170789,0.9826425095857042,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.447856655854452,50,thin_pipe,embedded,axial,90,2.1,50,5
9,0.34536150007864197,0.6310580922656525,1.001052822410561,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.319037516316332,60,thin_pipe,embedded,axial,90,2.0,60,5
10,0.34092303510821875,0.6484155081411525,0.9902047436321032,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",3.9323847678215613,80,thin_pipe,embedded,axial,90,1.8,80,5
11,0.32324211266035374,0.7042908143716745,0.9354547831933748,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",3.413155390799473,100,thin_pipe,embedded,axial,90,1.6,100,5
12,0.3446040645950145,0.6628817124116329,0.9765945825352012,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",3.53978996819928,120,thin_pipe,embedded,axial,90,1.5,120,5
13,0.34277917172312034,0.6986251058888572,0.9413252740064648,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",3.217196968374836,150,thin_pipe,embedded,axial,90,1.3,150,5
14,0.3154785313470069,0.7735074058800756,0.8557663506112555,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",2.623994602724385,180,thin_pipe,embedded,axial,90,1.1,180,5
15,0.31299326388490933,0.79047681796171,0.8331574271369496,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",2.4452172604888878,200,thin_pipe,embedded,axial,90,1.0,200,5
