,io,dominant_mode,min_mode,max_mode
471,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp472_hm.out,5.0,1.0,7.0
472,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp473_hm.out,2.0,1.0,4.0
473,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp474_hm.out,1.0,1.0,4.0
474,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp475_hm.out,2.0,1.0,4.0
475,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp476_hm.out,3.0,1.0,6.0
476,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp477_hm.out,9.0,1.0,13.0
477,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp478_hm.out,5.0,1.0,14.0
478,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp479_hm.out,7.0,1.0,19.0
479,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp480_hm.out,8.0,1.0,14.0
480,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp481_hm.out,7.0,1.0,12.0
481,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp482_hm.out,15.0,1.0,20.0
482,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp483_hm.out,6.0,1.0,13.0
483,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp484_hm.out,10.0,1.0,12.0
484,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp485_hm.out,17.0,1.0,26.0
485,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp486_hm.out,8.0,1.0,9.0
486,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp487_hm.out,10.0,1.0,12.0
487,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp488_hm.out,6.0,1.0,8.0
488,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp489_hm.out,10.0,1.0,13.0
489,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp490_hm.out,4.0,1.0,6.0
490,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp491_hm.out,5.0,1.0,6.0
491,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp492_hm.out,2.0,1.0,5.0
492,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp493_hm.out,11.0,1.0,13.0
493,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp494_hm.out,11.0,1.0,14.0
494,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp495_hm.out,8.0,1.0,10.0
495,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp496_hm.out,9.0,1.0,11.0
496,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp497_hm.out,3.0,1.0,9.0
497,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp498_hm.out,4.0,1.0,4.0
498,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp499_hm.out,8.0,1.0,12.0
499,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp500_hm.out,11.0,1.0,16.0
500,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp501_hm.out,19.0,1.0,26.0
501,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp502_hm.out,16.0,1.0,22.0
502,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp503_hm.out,3.0,1.0,3.0
503,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp504_hm.out,8.0,1.0,13.0
504,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp505_hm.out,3.0,1.0,4.0
505,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp506_hm.out,11.0,1.0,14.0
506,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp507_hm.out,5.0,1.0,19.0
507,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp508_hm.out,12.0,1.0,17.0
508,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp509_hm.out,3.0,1.0,3.0
509,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp510_hm.out,2.0,1.0,3.0
510,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp511_hm.out,7.0,1.0,11.0
511,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp512_hm.out,4.0,1.0,12.0
512,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp513_hm.out,5.0,1.0,6.0
513,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp514_hm.out,8.0,1.0,10.0
514,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp515_hm.out,8.0,1.0,9.0
515,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp516_hm.out,3.0,1.0,7.0
516,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp517_hm.out,11.0,1.0,15.0
517,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp518_hm.out,10.0,1.0,13.0
518,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp519_hm.out,14.0,1.0,26.0
519,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp520_hm.out,8.0,1.0,12.0
520,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp521_hm.out,12.0,1.0,14.0
521,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp522_hm.out,3.0,1.0,4.0
522,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp523_hm.out,3.0,1.0,4.0
523,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp524_hm.out,11.0,1.0,13.0
524,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp525_hm.out,11.0,1.0,16.0
525,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp526_hm.out,4.0,1.0,5.0
526,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp527_hm.out,5.0,1.0,7.0
